1.907872047991202180e+01,7.929351717122025356e+00,2.520739758065500524e+01,1.191825795557605083e+01
1.676216078672386445e+01,2.658525434253496300e+00,3.352830585088855742e+01,1.243119679343345041e+01
2.677052323058627081e+01,1.378930897343115447e+01,5.925297286636038052e+00,9.248586616403480676e+00
1.259783470776182313e+01,1.193205971835644341e+01,2.127653028935446144e+01,1.163579747617698779e+01
1.798567589489139351e+01,8.081651986060887083e+00,1.739615153825392468e+01,7.807331704033584785e+00
1.783296143878582640e+01,4.238295688169127828e+00,2.489721014789880726e+01,1.590726737820794767e+01
1.272256123984681508e+01,8.169667554225876316e+00,2.399869293775661561e+01,1.187241315609212045e+01
1.471875169896184765e+01,1.031298583577553707e+01,2.750805129756455258e+01,1.912779749228471360e+01
1.025642378003835375e+01,6.714200121750673489e+00,2.892917640962246395e+01,1.354740176603666413e+01
5.272822714092969321e+00,8.743577418966371084e+00,1.843490240330719487e+01,1.282392299673832525e+01
1.409471541977307218e+01,6.522980315105429305e+00,1.642837898309532108e+01,1.536830110305059449e+01
5.513530675272162895e+00,8.558939243534467778e+00,2.037182564434567311e+01,1.536826513823822005e+01
1.721454601538249563e+01,9.040742007052811502e+00,1.895729984577887706e+01,1.032727759902077125e+01
1.655398478983968502e+01,4.467799550330115110e+00,3.128036107951846034e+01,5.722427042842584299e+00
1.649126416722758748e+01,9.732741375183469046e+00,2.714181974073039783e+01,1.048784060111933591e+01
1.746517003967885984e+01,7.099865367023428853e+00,3.324177310742989278e+01,9.095031118819360216e+00
1.422614349937790656e+01,8.736142715685033977e+00,2.263935412595781216e+01,1.437760636602774156e+01
9.973718349452052934e+00,9.758461479290849283e+00,3.109019304140562312e+01,1.508604490246158569e+01
1.069870366881134771e+01,7.572531574011614808e+00,3.654163584897518291e+01,1.228407042384003134e+01
1.474017585774205763e+01,2.649540603023139873e+00,2.302634654667303948e+01,1.285260624748778469e+01
1.492094924263553146e+01,1.032166080507342620e+01,2.392443512187440646e+01,1.487157859216283384e+01
1.774342473273302190e+01,1.294106465977617404e+01,2.490210617803118964e+01,1.406348104807869603e+01
1.384710130682530149e+01,8.734057400042802399e+00,1.749211394924572005e+01,1.155526020873281645e+01
1.658814510903933126e+01,5.976378128629076691e+00,3.530536647695137731e+01,1.082734524504757800e+01
1.378355566994443926e+01,5.770391262961231504e+00,3.297291393418645811e+01,1.606148798609835637e+01
6.955423407717212569e+00,9.888764965407606411e+00,2.682118391872747054e+01,1.276228264910391275e+01
4.395501873184588959e+00,6.654246493647850258e+00,2.107337335275297008e+01,1.396683361098855336e+01
2.410508577710129074e+01,7.683078410233433075e+00,1.733146069058109973e+01,6.672552255928640541e+00
1.362086475626159476e+01,7.659992765726217456e+00,1.403640010509450597e+01,4.585059484873122315e+00
1.353017579725866071e+01,6.460891047670821230e+00,1.444914557807913269e+01,1.124176331870516776e+01
1.645225637545461694e+01,1.168220920669788043e+01,2.148867764713789086e+01,8.750115242217283651e+00
8.686254148287206434e+00,5.441610806327806138e+00,2.180653318434257670e+01,1.351629205815050838e+01
1.375715314446962978e+01,6.968519388956968541e+00,1.468980303048890868e+01,1.345912503493329737e+01
1.127451413725471951e+01,1.308197449505035692e+00,2.557008611663014719e+01,8.219670226922652034e+00
1.803563681739695923e+01,8.869025605995483730e+00,3.258613081970732850e+01,1.370639304079399601e+01
1.416642640644509399e+01,5.481614592195501068e+00,2.311054473541727816e+01,5.602257333217024460e+00
1.648401486923998505e+01,9.058607252141372967e+00,1.311352902828236822e+01,1.392480053900524162e+01
8.258687484241626464e+00,4.079413956298424182e+00,2.014059709925255603e+01,9.517211426086408466e+00
1.516110656316869765e+01,1.367293793329353946e+01,2.103325165774501215e+01,1.617720215345516266e+01
1.803676249340428939e+01,7.111943118245625861e+00,2.415119275122759035e+01,1.147331864916056965e+01
1.451503915616801699e+01,9.791206006337954904e+00,2.504376153341543798e+01,1.000338324631952602e+01
9.431388722841170136e+00,1.001575309226587862e+01,2.976334133764994050e+01,1.234160792314290056e+01
4.478962094206730526e+00,7.464329315318109614e+00,2.834073035218317216e+01,1.053785633331921368e+01
1.981943641281824853e+01,8.384231919778885711e+00,1.832252731626207520e+01,1.387038116387393671e+01
9.176382458472886583e+00,2.736335824850951504e+00,1.478975560280545309e+01,1.147098127400138345e+01
1.271065084837062464e+01,5.694835195517864435e+00,1.916287039667163228e+01,1.540138556159588035e+01
1.831774285217789711e+01,6.657209033142584609e+00,3.443350745326132056e+01,6.468013713381170149e+00
1.212828552972803919e+01,5.594533121189915192e+00,1.984067856267771290e+01,6.267824408383518175e+00
2.261203241878580883e+01,1.164151254236937483e+01,2.342423532386318996e+01,1.589440078971153980e+01
1.716425466401999600e+01,9.334851390181981401e+00,3.068573440965742094e+01,1.272065564262208426e+01
1.780483722668256164e+00,8.711033161941022840e+00,1.251158559065845743e+01,1.639181309778945916e+01
1.795764582148456157e+01,1.623141614118688381e+01,2.394230857421619874e+01,7.854013581643629394e+00
3.194137545727020466e+00,8.497030985776129697e+00,2.715872426256607852e+01,1.409604544406983884e+01
1.568699983278014543e+01,4.835129908002937960e+00,2.604514267974927222e+01,1.402188055458060845e+01
2.137220995236100407e+01,7.404475210745654401e+00,2.127235887997905550e+01,7.656729825919809329e+00
1.868387197911977893e+01,8.315727866548462188e+00,1.403470709115807047e+01,1.767169588422571280e+01
1.238515399477194734e+01,9.176212152465117455e+00,2.628516144016249356e+01,1.456353238107451276e+01
2.422798597977610768e+01,4.713535085309824346e+00,2.069707417308439545e+01,1.361566538402303550e+01
